id,age,education,stream_code,interests,skills,gender,title_code,title_label,cluster_code,cluster_label
row_01232,26,ug,be,"building_machines,hands_on,law_interest,problem_solving","carpentry_skill,entrepreneurship_skill,mechanical_skill,planning,time_management",female,civil_engineer,Civil Engineer,engineering,Engineering & Technology
row_09516,40,puc,arts,"content_creation,event_planning,video_editing","discipline,photo_editing,video_editing",male,video_editor,Video Producer / Editor,arts_media,"Arts, Design & Media"
row_08211,24,puc,arts,"helping_people,management,organizing","customer_service,leadership,negotiation",other,hr_manager,HR Manager,business,"Business, Management & Finance"
row_10513,23,phd,phd_various,"debate,gaming,law_interest","critical_thinking,negotiation",other,lawyer,Lawyer / Advocate,law_public,"Law, Civil & Public Services"
row_16222,21,ug,bba,"adventure,discipline,ncc_defence","discipline,fitness_strength,leadership",female,army_personnel,Army / Defence Personnel,sports_defence,"Sports, Fitness & Defence"
row_09074,25,ug,be,"civic_issues,debate,working_with_children,writing","autocad,public_speaking,research_skills",female,journalist,Journalist,arts_media,"Arts, Design & Media"
row_11406,20,iti,electroplating_iti,"civic_issues,debate,gardening,politics","crafting,leadership,planning,public_speaking",female,ias_officer,IAS/IPS Officer,law_public,"Law, Civil & Public Services"
row_10728,21,iti,civil_iti,"civic_issues,law_interest,social_work,web_dev","budgeting,critical_thinking,negotiation,public_speaking,writing",male,lawyer,Lawyer / Advocate,law_public,"Law, Civil & Public Services"
row_11318,21,sslc,sslc_generic,"civic_issues,debate,politics,teaching","animal_care,leadership,planning,public_speaking",male,ias_officer,IAS/IPS Officer,law_public,"Law, Civil & Public Services"
row_14485,40,sslc,sslc_generic,"hands_on,marketing,tailoring","crafting,hand_eye_coordination,tailoring_skill",other,tailor,Tailor,skilled_trades,Skilled Trades & Vocational
row_14481,21,iti,civil_iti,"hands_on,tailoring","crafting,hand_eye_coordination,leadership,tailoring_skill,teamwork",female,tailor,Tailor,skilled_trades,Skilled Trades & Vocational
row_07209,20,puc,pcme,"accounting,entrepreneurship,graphic_design,money_management,video_editing","analytical,budgeting,math,negotiation,planning",other,chartered_accountant,Chartered Accountant,business,"Business, Management & Finance"
row_13744,22,iti,electrical_iti,"hands_on,mechanics,politics,repairing","gardening_skill,machine_operation,mechanical_skill,repairing,storytelling",other,mechanic,Mechanic,skilled_trades,Skilled Trades & Vocational
row_01681,21,ug,bsc,"electronics,robotics,working_with_children","electronics_skills,machine_operation,sales_skill",male,electrical_engineer,Electrical Engineer,engineering,Engineering & Technology
row_10390,18,ug,be,"content_creation,reading,social_work","research_skills,storytelling,writing",other,content_writer,Content Writer,arts_media,"Arts, Design & Media"
row_07906,22,puc,arts,"content_creation,selling","negotiation,planning,public_speaking",male,marketing_executive,Marketing Executive,business,"Business, Management & Finance"
row_10555,21,phd,phd_various,"civic_issues,debate,entrepreneurship,law_interest","critical_thinking,negotiation,public_speaking,repairing,writing",female,lawyer,Lawyer / Advocate,law_public,"Law, Civil & Public Services"
row_02007,22,puc,pcme,"building_machines,caring_people,electronics,robotics","electrical_wiring,electronics_skills,repairing,teamwork",other,embedded_engineer,Embedded Systems Engineer,engineering,Engineering & Technology
row_02361,33,puc,pcmb,"data_analysis,math,problem_solving","analytical,data_analysis,idea_generation,illustration,mathematical_ability,programming",female,data_analyst,Data Analyst,it_ai,Information Technology & AI
row_12520,22,iti,electroplating_iti,"adventure,farming,organic_farming","farming_skill,planning,research_skills",other,horticulturist,Horticulturist,agriculture,Agriculture & Environment
row_16574,28,ug,be,"athletics,coaching,sports","fitness_strength,time_management",male,sports_coach,Sports Coach,sports_defence,"Sports, Fitness & Defence"
row_13183,26,sslc,sslc_generic,"electrical_work,hands_on,repairing,social_work","autocad,electrical_wiring,machine_operation,repairing",female,electrician,Electrician,skilled_trades,Skilled Trades & Vocational
row_16467,30,pg,mba,"coaching,fitness,sports","active_listening,fitness_strength,leadership,teaching",other,sports_coach,Sports Coach,sports_defence,"Sports, Fitness & Defence"
row_13390,23,puc,arts,"electrical_work,hands_on,ncc_defence,repairing","electrical_wiring,machine_operation,repairing",female,electrician,Electrician,skilled_trades,Skilled Trades & Vocational
row_11048,20,phd,phd_various,"civic_issues,cooking,discipline,sports","fitness_strength,leadership",female,police_officer,Police Officer,law_public,"Law, Civil & Public Services"
row_12112,24,sslc,sslc_generic,"environment_science,farming,organic_farming,politics","farming_skill,planning,research_skills",other,agricultural_scientist,Agricultural Scientist,agriculture,Agriculture & Environment
row_08162,16,ug,bca,"content_creation,marketing,selling","active_listening,customer_service,public_speaking",other,marketing_executive,Marketing Executive,business,"Business, Management & Finance"
row_16819,18,puc,pcmc,"astronomy,entrepreneurship,management,marketing","entrepreneurship_skill,leadership,negotiation,planning",male,startup_founder,Startup Founder,entrepreneurship,Entrepreneurship & Startups
row_00153,17,puc,pcme,"acting,coding,electronics,problem_solving,web_dev","computer_hardware,critical_thinking,data_analysis,electrical_wiring,programming",female,software_engineer,Software Engineer,engineering,Engineering & Technology
row_12661,19,ug,bba,"athletics,environment_science,farming,organic_farming","farming_skill,planning,research_skills",male,horticulturist,Horticulturist,agriculture,Agriculture & Environment
row_09611,17,pg,mba,"content_creation,photography,video_editing","sales_skill,storytelling,video_editing",male,video_editor,Video Producer / Editor,arts_media,"Arts, Design & Media"
row_14728,16,phd,phd_various,"entrepreneurship,event_planning,robotics","cooking_skill,data_analysis,planning,time_management",other,chef,Chef,hospitality,Hospitality & Tourism
row_13365,22,iti,electrical_iti,"hands_on,repairing,selling","electrical_wiring,machine_operation,repairing,teaching",female,electrician,Electrician,skilled_trades,Skilled Trades & Vocational
row_06573,16,puc,pcmb,"cad_design,graphic_design,physics_experiments,teaching","research_skills,writing",female,college_professor,College Professor,education,Education & Training
row_02066,20,puc,arts,"building_machines,electronics,robotics","electrical_wiring,electronics_skills,machine_operation,repairing",male,embedded_engineer,Embedded Systems Engineer,engineering,Engineering & Technology
row_04991,20,puc,arts,"athletics,biology_experiments,chemistry_experiments,forestry,lab_research","community_service,research_skills",other,lab_technician,Lab Technician,healthcare,Healthcare & Medicine
row_09788,16,ug,bca,"content_creation,drawing,painting,photography","entrepreneurship_skill,photo_editing,photography_skill,visual_design",male,photographer,Photographer,arts_media,"Arts, Design & Media"
row_09443,18,ug,ba,"content_creation,cooking,organic_farming,photography,video_editing","photo_editing,quick_decision,storytelling,video_editing",male,video_editor,Video Producer / Editor,arts_media,"Arts, Design & Media"
row_13171,20,sslc,sslc_generic,"electrical_work,hands_on,hotel_management,repairing","electrical_wiring,empathy,machine_operation,repairing",female,electrician,Electrician,skilled_trades,Skilled Trades & Vocational
row_12062,26,pg,mba,"environment_science,farming,gaming,organic_farming","customer_service,farming_skill,planning,research_skills",other,agricultural_scientist,Agricultural Scientist,agriculture,Agriculture & Environment
row_09301,21,puc,pcmc,"civic_issues,debate,health_fitness,writing","gardening_skill,public_speaking,research_skills,writing",male,journalist,Journalist,arts_media,"Arts, Design & Media"
row_09896,38,puc,pcmc,"animal_care,content_creation,drawing,photography","marketing_skill,photo_editing,photography_skill,visual_design",male,photographer,Photographer,arts_media,"Arts, Design & Media"
row_14176,16,iti,electroplating_iti,"hands_on,tailoring,travel_tourism","crafting,tailoring_skill",female,tailor,Tailor,skilled_trades,Skilled Trades & Vocational
row_00365,28,puc,commerce,"coding,electronics,problem_solving,web_dev","critical_thinking,data_analysis",other,software_engineer,Software Engineer,engineering,Engineering & Technology
row_03691,19,ug,bcom,"cyber_awareness,problem_solving","analytical,computer_hardware,cooking_skill,critical_thinking,cyber_awareness",female,cybersecurity_analyst,Cybersecurity Analyst,it_ai,Information Technology & AI
row_16205,16,ug,bcom,"discipline,ncc_defence","discipline,fitness_strength,leadership",other,army_personnel,Army / Defence Personnel,sports_defence,"Sports, Fitness & Defence"
row_16018,22,puc,pcme,"adventure,animal_care,discipline,ncc_defence,selling","discipline,fitness_strength,leadership,teaching",male,army_personnel,Army / Defence Personnel,sports_defence,"Sports, Fitness & Defence"
row_10870,19,pg,mca,"biology_experiments,sports","analytical,fitness_strength,leadership",female,police_officer,Police Officer,law_public,"Law, Civil & Public Services"
row_11226,17,sslc,sslc_generic,"civic_issues,debate,politics","leadership,mathematical_ability,planning",male,ias_officer,IAS/IPS Officer,law_public,"Law, Civil & Public Services"
row_15509,39,iti,electrical_iti,"culture,history,law_interest,web_dev","conflict_resolution,customer_service,planning,public_speaking",female,tour_guide,Tour Guide,hospitality,Hospitality & Tourism
row_12749,26,phd,phd_various,"caring_people,farming,gardening,organic_farming","animal_care,autocad,farming_skill,gardening_skill,repairing",male,organic_farmer,Organic Farmer,agriculture,Agriculture & Environment
row_08052,19,ug,bcom,"content_creation,counselling,environment_science,selling","customer_service,negotiation,planning,public_speaking",other,marketing_executive,Marketing Executive,business,"Business, Management & Finance"
row_06469,18,puc,commerce,"management,mechanics,physics_experiments,teaching","research_skills,writing",male,college_professor,College Professor,education,Education & Training
row_06461,34,ug,bba,"physics_experiments,research,robotics,teaching","mathematical_ability,public_speaking,research_skills,writing",male,college_professor,College Professor,education,Education & Training
row_01829,25,iti,electrical_iti,"building_machines,electronics,robotics","electrical_wiring,electronics_skills,machine_operation,repairing",other,electrical_engineer,Electrical Engineer,engineering,Engineering & Technology
row_02841,26,ug,ba,"data_analysis,forestry,math,problem_solving","analytical,data_analysis,mathematical_ability,programming",male,data_scientist,Data Scientist,it_ai,Information Technology & AI
row_17285,22,ug,bca,"coding,content_creation,graphic_design","content_creation,self_management",female,freelancer,Freelancer / Consultant,entrepreneurship,Entrepreneurship & Startups
row_17124,36,ug,bcom,"management,marketing","leadership,negotiation,planning",male,startup_founder,Startup Founder,entrepreneurship,Entrepreneurship & Startups
row_08811,38,ug,bba,"civic_issues,content_creation,debate,drawing,graphic_design","storytelling,visual_design",female,graphic_designer,Graphic Designer,arts_media,"Arts, Design & Media"
row_10572,21,pg,ma,"civic_issues,debate,law_interest","negotiation,public_speaking,writing",female,lawyer,Lawyer / Advocate,law_public,"Law, Civil & Public Services"
row_14733,24,sslc,sslc_generic,"cooking,hotel_management,teaching","cooking_skill,planning,time_management",male,chef,Chef,hospitality,Hospitality & Tourism
row_03788,33,puc,pcme,"biology_experiments,marketing","critical_thinking,empathy,logical_reasoning,research_skills,teaching",male,doctor_mbbs,Doctor (MBBS),healthcare,Healthcare & Medicine
row_08793,36,ug,ba,"content_creation,drawing,health_fitness,selling","drawing,photo_editing,storytelling,visual_design",other,graphic_designer,Graphic Designer,arts_media,"Arts, Design & Media"
row_14146,36,puc,arts,"building_machines,carpentry,hands_on,salon_beauty","carpentry_skill,entrepreneurship_skill,hand_eye_coordination,repairing",male,carpenter,Carpenter,skilled_trades,Skilled Trades & Vocational
row_02571,24,puc,pcmb,"data_analysis,math,politics,problem_solving","analytical,data_analysis,electrical_wiring,mathematical_ability,programming",female,data_analyst,Data Analyst,it_ai,Information Technology & AI
row_15409,16,puc,pcmb,"culture,history,music,travel_tourism","customer_service,planning,public_speaking",male,tour_guide,Tour Guide,hospitality,Hospitality & Tourism
row_08371,17,puc,pcme,"building_machines,management,organizing","customer_service,empathy,leadership,planning",male,hr_manager,HR Manager,business,"Business, Management & Finance"
row_05989,24,puc,commerce,"caring_people,teaching,working_with_children,writing","empathy,illustration,public_speaking,teaching,writing",male,pu_lecturer,PU Lecturer,education,Education & Training
row_03810,20,ug,be,"biology_experiments,health_fitness","basic_networking,critical_thinking,empathy,research_skills,teaching",male,doctor_mbbs,Doctor (MBBS),healthcare,Healthcare & Medicine
row_02533,17,ug,be,"data_analysis,marketing,math,problem_solving,salon_beauty","analytical,data_analysis,mathematical_ability,programming,quick_decision",male,data_analyst,Data Analyst,it_ai,Information Technology & AI
row_02451,17,ug,bcom,"cooking,math,problem_solving","data_analysis,mathematical_ability,programming",male,data_analyst,Data Analyst,it_ai,Information Technology & AI
row_09283,20,ug,ba,"civic_issues,debate,writing","public_speaking,repairing,research_skills,writing",other,journalist,Journalist,arts_media,"Arts, Design & Media"
row_12909,28,sslc,sslc_generic,"cooking,farming,gardening,organic_farming","animal_care,cooking_skill,farming_skill,gardening_skill",other,organic_farmer,Organic Farmer,agriculture,Agriculture & Environment
row_14278,25,iti,mechanical_iti,"dance,hands_on","hand_eye_coordination,tailoring_skill",other,tailor,Tailor,skilled_trades,Skilled Trades & Vocational
row_15935,25,pg,mcom,"fitness,sports,teaching","fitness_strength,teaching",other,fitness_trainer,Fitness Trainer,sports_defence,"Sports, Fitness & Defence"
row_13481,23,sslc,sslc_generic,"first_aid,hands_on,repairing","machine_operation,mechanical_skill,repairing,research_skills",female,mechanic,Mechanic,skilled_trades,Skilled Trades & Vocational
row_02661,26,ug,bba,"data_analysis,problem_solving","analytical,data_analysis,mathematical_ability,photo_editing",male,data_scientist,Data Scientist,it_ai,Information Technology & AI
row_02430,23,puc,pcmb,"data_analysis,math","analytical,data_analysis,mathematical_ability,video_editing",female,data_analyst,Data Analyst,it_ai,Information Technology & AI
row_01865,25,ug,be,"building_machines,chemistry_experiments,electronics,photography,robotics","electrical_wiring,electronics_skills,idea_generation,repairing",female,electrical_engineer,Electrical Engineer,engineering,Engineering & Technology
row_10096,16,ug,bsc,"cad_design,content_creation,writing","public_speaking,research_skills,storytelling,writing",other,content_writer,Content Writer,arts_media,"Arts, Design & Media"
row_03679,26,ug,bsc,"coding,cyber_awareness,problem_solving,teaching","computer_hardware,critical_thinking,cyber_awareness",male,cybersecurity_analyst,Cybersecurity Analyst,it_ai,Information Technology & AI
row_08562,21,ug,ba,"helping_people,management,organizing","customer_service,empathy,leadership",female,hr_manager,HR Manager,business,"Business, Management & Finance"
row_10917,24,pg,ma,"civic_issues,discipline,problem_solving,sports",discipline,male,police_officer,Police Officer,law_public,"Law, Civil & Public Services"
row_12967,23,phd,phd_various,"farming,gardening","animal_care,farming_skill,gardening_skill",other,organic_farmer,Organic Farmer,agriculture,Agriculture & Environment
row_11946,18,iti,computer_iti,"accounting,environment_science,farming","content_creation,farming_skill,planning,research_skills",male,agricultural_scientist,Agricultural Scientist,agriculture,Agriculture & Environment
row_13642,20,sslc,sslc_generic,"animal_care,hands_on,mechanics,repairing","machine_operation,mechanical_skill,repairing,teaching",other,mechanic,Mechanic,skilled_trades,Skilled Trades & Vocational
row_03251,24,ug,bsc,"coding,forestry,physics_experiments,problem_solving,robotics","analytical,critical_thinking,programming",female,ml_engineer,Machine Learning Engineer,it_ai,Information Technology & AI
row_03459,31,puc,pcme,"coding,cyber_awareness","analytical,computer_hardware,conflict_resolution,cyber_awareness",female,cybersecurity_analyst,Cybersecurity Analyst,it_ai,Information Technology & AI
row_10337,23,ug,be,"biology_experiments,content_creation,reading,writing","photo_editing,research_skills,storytelling,writing",other,content_writer,Content Writer,arts_media,"Arts, Design & Media"
row_15319,39,puc,commerce,"history,repairing,travel_tourism","photo_editing,planning,public_speaking,teaching",other,tour_guide,Tour Guide,hospitality,Hospitality & Tourism
row_11515,21,sslc,sslc_generic,"debate,politics,problem_solving","planning,public_speaking",female,ias_officer,IAS/IPS Officer,law_public,"Law, Civil & Public Services"
row_14704,20,pg,msc,"cooking,drawing,event_planning","budgeting,cooking_skill,time_management",male,chef,Chef,hospitality,Hospitality & Tourism
row_15064,25,iti,computer_iti,"event_planning,hotel_management,politics,tailoring,travel_tourism","customer_service,leadership,planning,visual_design",female,hotel_manager,Hotel Manager,hospitality,Hospitality & Tourism
row_02827,40,puc,arts,"electronics,math,problem_solving","analytical,data_analysis,leadership,mathematical_ability,programming",male,data_scientist,Data Scientist,it_ai,Information Technology & AI
row_16547,39,puc,pcme,"athletics,coaching,cooking,event_planning,sports","active_listening,fitness_strength,leadership,music,teaching",other,sports_coach,Sports Coach,sports_defence,"Sports, Fitness & Defence"
row_11977,17,sslc,sslc_generic,"content_creation,environment_science,farming,organic_farming,physics_experiments","planning,research_skills",female,agricultural_scientist,Agricultural Scientist,agriculture,Agriculture & Environment
row_06647,20,pg,mca,"physics_experiments,research,teaching","discipline,public_speaking,research_skills,teamwork,writing",female,college_professor,College Professor,education,Education & Training
row_12639,20,pg,mba,"farming,organic_farming","farming_skill,planning,quick_decision,research_skills",female,horticulturist,Horticulturist,agriculture,Agriculture & Environment
row_08434,28,puc,arts,"management,organizing","customer_service,empathy,negotiation,photography_skill",other,hr_manager,HR Manager,business,"Business, Management & Finance"
row_10736,38,puc,commerce,"civic_issues,debate,law_interest","critical_thinking,fitness_strength,public_speaking,repairing,writing",other,lawyer,Lawyer / Advocate,law_public,"Law, Civil & Public Services"
row_02925,17,ug,bba,"data_analysis,politics","analytical,dance,data_analysis,mathematical_ability,programming",male,data_scientist,Data Scientist,it_ai,Information Technology & AI
row_00234,19,ug,bba,"coding,debate,electronics,problem_solving,web_dev","computer_hardware,data_analysis,programming,visual_design",female,software_engineer,Software Engineer,engineering,Engineering & Technology
row_12632,23,iti,electrical_iti,"environment_science,farming,social_work","farming_skill,research_skills",male,horticulturist,Horticulturist,agriculture,Agriculture & Environment
row_02869,17,ug,be,math,"analytical,data_analysis,programming",other,data_scientist,Data Scientist,it_ai,Information Technology & AI
row_02801,23,ug,bca,"data_analysis,lab_research,math,problem_solving","data_analysis,mathematical_ability,programming",female,data_scientist,Data Scientist,it_ai,Information Technology & AI
row_15385,23,puc,commerce,"debate,history,travel_tourism","customer_service,planning,public_speaking",male,tour_guide,Tour Guide,hospitality,Hospitality & Tourism
row_07656,23,pg,msc,"cooking,stock_trading","analytical,data_analysis,marketing_skill,mathematical_ability",female,financial_analyst,Financial Analyst,business,"Business, Management & Finance"
row_17145,20,ug,be,"coding,content_creation,graphic_design","content_creation,dance,self_management",female,freelancer,Freelancer / Consultant,entrepreneurship,Entrepreneurship & Startups
row_16346,24,sslc,sslc_generic,"adventure,discipline,first_aid,ncc_defence","discipline,fitness_strength,leadership",other,army_personnel,Army / Defence Personnel,sports_defence,"Sports, Fitness & Defence"
row_00855,16,iti,civil_iti,"building_machines,debate,problem_solving,robotics","autocad,machine_operation,mechanical_skill,repairing,research_skills",male,mechanical_engineer,Mechanical Engineer,engineering,Engineering & Technology
row_13232,33,iti,civil_iti,"electrical_work,entrepreneurship,hands_on,marketing,repairing","electrical_wiring,machine_operation",male,electrician,Electrician,skilled_trades,Skilled Trades & Vocational
row_09316,21,ug,bsc,"civic_issues,debate,writing","public_speaking,research_skills",other,journalist,Journalist,arts_media,"Arts, Design & Media"
row_12277,22,pg,msc,"environment_science,organic_farming","farming_skill,research_skills",other,agricultural_scientist,Agricultural Scientist,agriculture,Agriculture & Environment
row_07178,33,ug,bca,"accounting,entrepreneurship,farming,money_management","analytical,budgeting,math,planning",male,chartered_accountant,Chartered Accountant,business,"Business, Management & Finance"
row_10135,17,ug,bsc,"accounting,content_creation,reading,writing","marketing_skill,research_skills,writing",female,content_writer,Content Writer,arts_media,"Arts, Design & Media"
row_02070,31,puc,pcme,"building_machines,electronics,robotics","electrical_wiring,machine_operation,repairing",male,embedded_engineer,Embedded Systems Engineer,engineering,Engineering & Technology
row_00243,20,ug,bca,"coding,electronics,problem_solving,web_dev","computer_hardware,critical_thinking,data_analysis,programming",other,software_engineer,Software Engineer,engineering,Engineering & Technology
row_07778,32,ug,bcom,"accounting,stock_trading","analytical,animal_care,data_analysis,mathematical_ability",female,financial_analyst,Financial Analyst,business,"Business, Management & Finance"
row_14095,36,iti,electrical_iti,"building_machines,hands_on,lab_research","carpentry_skill,hand_eye_coordination,repairing",male,carpenter,Carpenter,skilled_trades,Skilled Trades & Vocational
row_13908,22,iti,electroplating_iti,"building_machines,carpentry,hands_on","carpentry_skill,farming_skill,hand_eye_coordination,repairing,research_skills",other,carpenter,Carpenter,skilled_trades,Skilled Trades & Vocational
row_06438,26,pg,mca,"research,teaching","public_speaking,research_skills,writing",other,college_professor,College Professor,education,Education & Training
row_10463,26,puc,arts,"civic_issues,debate,graphic_design,law_interest","critical_thinking,negotiation,public_speaking,video_editing,writing",female,lawyer,Lawyer / Advocate,law_public,"Law, Civil & Public Services"
row_03438,20,ug,bsc,"coding,cyber_awareness,organic_farming,problem_solving","community_service,computer_hardware,critical_thinking,cyber_awareness",female,cybersecurity_analyst,Cybersecurity Analyst,it_ai,Information Technology & AI
row_15664,23,phd,phd_various,"fitness,health_fitness,repairing,sports","fitness_strength,illustration",other,fitness_trainer,Fitness Trainer,sports_defence,"Sports, Fitness & Defence"
row_04654,24,pg,mcom,"chemistry_experiments,debate,health_fitness","analytical,critical_thinking,research_skills",female,pharmacist,Pharmacist,healthcare,Healthcare & Medicine
row_13358,21,iti,electrical_iti,"hands_on,repairing,tailoring","dance,electrical_wiring,machine_operation,repairing",female,electrician,Electrician,skilled_trades,Skilled Trades & Vocational
row_14240,18,iti,civil_iti,"graphic_design,hands_on,tailoring","crafting,hand_eye_coordination,tailoring_skill",female,tailor,Tailor,skilled_trades,Skilled Trades & Vocational
row_00686,24,ug,bsc,"counselling,problem_solving","autocad,programming,video_editing",female,mobile_app_developer,Mobile App Developer,it_ai,Information Technology & AI
row_06911,21,ug,bsc,"entrepreneurship,first_aid,working_with_children,writing","empathy,public_speaking,teaching,writing",other,tutor,Tutor / Coaching Instructor,education,Education & Training
row_16687,22,puc,pcmb,"athletics,coaching,electronics,sports","fitness_strength,leadership,teaching",female,sports_coach,Sports Coach,sports_defence,"Sports, Fitness & Defence"
row_11812,23,iti,civil_iti,"accounting,caring_people,community_service,helping_people,social_work","active_listening,community_service,research_skills",female,social_worker,Social Worker,law_public,"Law, Civil & Public Services"
row_05563,25,pg,mca,"health_fitness,law_interest,teaching,web_dev","computer_hardware,cyber_awareness,electrical_wiring",female,physiotherapist,Physiotherapist,healthcare,Healthcare & Medicine
row_07277,22,ug,bca,"accounting,entrepreneurship,money_management","analytical,budgeting,machine_operation,math,planning",other,chartered_accountant,Chartered Accountant,business,"Business, Management & Finance"
row_12580,24,iti,computer_iti,"electrical_work,environment_science,farming,lab_research,organic_farming","planning,research_skills",other,horticulturist,Horticulturist,agriculture,Agriculture & Environment
row_15163,19,iti,computer_iti,"accounting,event_planning,hotel_management,rural_development,travel_tourism","customer_service,illustration,leadership,planning",other,hotel_manager,Hotel Manager,hospitality,Hospitality & Tourism
row_16749,18,ug,bca,"dance,sports","cyber_awareness,fitness_strength,leadership",other,sports_coach,Sports Coach,sports_defence,"Sports, Fitness & Defence"
row_00400,16,puc,pcmc,"coding,electrical_work,problem_solving,web_dev","autocad,data_analysis,programming,video_editing",other,mobile_app_developer,Mobile App Developer,it_ai,Information Technology & AI
row_13431,35,iti,electroplating_iti,"electrical_work,hands_on,mechanics,repairing","cyber_awareness,machine_operation,mechanical_skill,repairing",male,mechanic,Mechanic,skilled_trades,Skilled Trades & Vocational
row_02091,40,puc,pcmc,"building_machines,electronics,robotics","electrical_wiring,electronics_skills,machine_operation,repairing",other,embedded_engineer,Embedded Systems Engineer,engineering,Engineering & Technology
row_13342,19,iti,electroplating_iti,"debate,electrical_work,hands_on,repairing,salon_beauty","electrical_wiring,machine_operation,repairing",male,electrician,Electrician,skilled_trades,Skilled Trades & Vocational
row_05207,21,ug,bsc,"biology_experiments,chemistry_experiments,environment_science","analytical,gardening_skill,machine_operation,research_skills",other,lab_technician,Lab Technician,healthcare,Healthcare & Medicine
row_07295,23,ug,ba,"accounting,content_creation,entrepreneurship,money_management","analytical,budgeting,math,planning",female,chartered_accountant,Chartered Accountant,business,"Business, Management & Finance"
row_09287,16,puc,pcme,"civic_issues,debate,management,writing","public_speaking,research_skills,writing",male,journalist,Journalist,arts_media,"Arts, Design & Media"
row_02820,26,ug,bsc,"biology_experiments,counselling,data_analysis,math,problem_solving","data_analysis,mathematical_ability,programming,time_management",other,data_scientist,Data Scientist,it_ai,Information Technology & AI
row_14033,17,sslc,sslc_generic,"building_machines,carpentry,hands_on,repairing","carpentry_skill,fitness_strength,repairing",other,carpenter,Carpenter,skilled_trades,Skilled Trades & Vocational
row_06065,19,ug,bcom,"civic_issues,lab_research,teaching,working_with_children,writing","music,public_speaking,teaching,writing",male,pu_lecturer,PU Lecturer,education,Education & Training
row_16528,26,iti,electrical_iti,"athletics,coaching,hotel_management,sports","community_service,fitness_strength,teaching",other,sports_coach,Sports Coach,sports_defence,"Sports, Fitness & Defence"
row_11771,23,puc,pcme,"community_service,health_fitness,helping_people,social_work","active_listening,autocad,empathy",male,social_worker,Social Worker,law_public,"Law, Civil & Public Services"
row_00236,36,ug,bcom,"coding,drawing,problem_solving,web_dev","computer_hardware,data_analysis,programming",female,software_engineer,Software Engineer,engineering,Engineering & Technology
row_01816,24,ug,be,"building_machines,electronics,robotics","customer_service,electrical_wiring,electronics_skills,machine_operation,repairing",male,electrical_engineer,Electrical Engineer,engineering,Engineering & Technology
row_02741,27,ug,bcom,"data_analysis,farming,math","active_listening,analytical,data_analysis,mathematical_ability,programming",male,data_scientist,Data Scientist,it_ai,Information Technology & AI
row_04202,21,ug,bsc,"gardening,health_fitness","active_listening,empathy,teaching,teamwork",other,nurse,Nurse,healthcare,Healthcare & Medicine
row_00661,20,ug,bba,"acting,gaming,problem_solving,web_dev","autocad,data_analysis,programming,video_editing",other,mobile_app_developer,Mobile App Developer,it_ai,Information Technology & AI
row_13420,17,iti,mechanical_iti,"hands_on,mechanics,ncc_defence,repairing","machine_operation,repairing",other,mechanic,Mechanic,skilled_trades,Skilled Trades & Vocational
row_17435,21,puc,commerce,"counselling,graphic_design","content_creation,crafting,time_management",female,freelancer,Freelancer / Consultant,entrepreneurship,Entrepreneurship & Startups
row_13249,16,puc,pcmb,"electrical_work,graphic_design,hands_on,repairing","electrical_wiring,machine_operation,repairing,teamwork",male,electrician,Electrician,skilled_trades,Skilled Trades & Vocational
row_06542,25,ug,bba,"physics_experiments,research",public_speaking,female,college_professor,College Professor,education,Education & Training
row_14946,25,iti,electroplating_iti,"event_planning,gaming,travel_tourism","customer_service,leadership,planning",female,hotel_manager,Hotel Manager,hospitality,Hospitality & Tourism
row_16624,39,puc,pcme,"coaching,sports","leadership,teaching",male,sports_coach,Sports Coach,sports_defence,"Sports, Fitness & Defence"
row_12417,26,ug,bsc,"farming,organic_farming,social_work","farming_skill,planning,research_skills",male,horticulturist,Horticulturist,agriculture,Agriculture & Environment
row_05367,29,puc,commerce,"graphic_design,law_interest,robotics,web_dev","computer_hardware,cyber_awareness,electrical_wiring,public_speaking",male,physiotherapist,Physiotherapist,healthcare,Healthcare & Medicine
row_11174,16,phd,phd_various,"civic_issues,salon_beauty,sports","discipline,leadership",female,police_officer,Police Officer,law_public,"Law, Civil & Public Services"
row_02965,26,puc,pcme,"data_analysis,fitness,math,problem_solving,travel_tourism","analytical,data_analysis,hand_eye_coordination,mathematical_ability,programming",male,data_scientist,Data Scientist,it_ai,Information Technology & AI
row_16789,25,puc,pcme,"entrepreneurship,hotel_management,law_interest,management,marketing","entrepreneurship_skill,farming_skill,leadership,negotiation,planning",other,startup_founder,Startup Founder,entrepreneurship,Entrepreneurship & Startups
row_05915,26,puc,commerce,"management,teaching,working_with_children,writing","public_speaking,teaching,writing",female,school_teacher,School Teacher,education,Education & Training
row_12110,17,pg,mcom,"chemistry_experiments,environment_science,farming,marketing,organic_farming","farming_skill,planning,research_skills",other,agricultural_scientist,Agricultural Scientist,agriculture,Agriculture & Environment
row_00332,16,iti,mechanical_iti,"coding,electronics,problem_solving,rural_development","computer_hardware,critical_thinking,data_analysis,programming",male,software_engineer,Software Engineer,engineering,Engineering & Technology
row_14876,21,ug,be,"cooking,hotel_management","conflict_resolution,cooking_skill,time_management",female,chef,Chef,hospitality,Hospitality & Tourism
row_16324,25,iti,mechanical_iti,"acting,adventure,discipline,ncc_defence",fitness_strength,other,army_personnel,Army / Defence Personnel,sports_defence,"Sports, Fitness & Defence"
